"filename", "language", "Markdown", "C++", "HTML", "CSS", "JavaScript", "XML", "comment", "blank", "total"
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\moving_guide.html", "HTML", 0, 0, 361, 0, 0, 0, 4, 3, 368
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\news.html", "HTML", 0, 0, 608, 0, 0, 0, 4, 3, 615
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\news_8dox.html", "HTML", 0, 0, 68, 0, 0, 0, 4, 3, 75
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\pages.html", "HTML", 0, 0, 86, 0, 0, 0, 4, 3, 93
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\quick_8dox.html", "HTML", 0, 0, 68, 0, 0, 0, 4, 3, 75
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\quick_guide.html", "HTML", 0, 0, 385, 0, 0, 0, 4, 3, 392
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_0.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_0.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_1.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_1.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 1, 9
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_10.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_10.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_11.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_11.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 1, 8
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_2.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_2.js", "JavaScript", 0, 0, 0, 0, 9, 0, 0, 1, 10
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_3.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_3.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_4.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_4.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_5.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_5.js", "JavaScript", 0, 0, 0, 0, 477, 0, 0, 1, 478
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_6.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_6.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_7.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_7.js", "JavaScript", 0, 0, 0, 0, 11, 0, 0, 1, 12
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_8.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_8.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 1, 6
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_9.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_9.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_a.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_a.js", "JavaScript", 0, 0, 0, 0, 11, 0, 0, 1, 12
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_b.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_b.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_c.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_c.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_d.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_d.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_e.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_e.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 1, 8
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_f.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\all_f.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\classes_0.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\classes_0.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 1, 8
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\close.svg", "XML", 0, 0, 0, 0, 0, 31, 0, 1, 32
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\defines_0.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\defines_0.js", "JavaScript", 0, 0, 0, 0, 32, 0, 0, 1, 33
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_0.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_0.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_1.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_1.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_2.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_2.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 1, 6
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_3.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_3.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_4.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_4.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_5.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_5.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_6.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_6.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_7.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_7.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_8.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\files_8.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\functions_0.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\functions_0.js", "JavaScript", 0, 0, 0, 0, 146, 0, 0, 1, 147
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_0.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_0.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_1.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_1.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_2.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_2.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 1, 6
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_3.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_3.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 1, 6
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_4.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_4.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 1, 6
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_5.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_5.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_6.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_6.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_7.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_7.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_8.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_8.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_9.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_9.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_a.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\groups_a.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\mag_sel.svg", "XML", 0, 0, 0, 0, 0, 72, 1, 2, 75
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\nomatches.html", "HTML", 0, 0, 13, 0, 0, 0, 0, 1, 14
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_0.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_0.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_1.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_1.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 1, 6
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_2.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_2.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_3.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_3.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_4.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_4.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_5.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_5.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 1, 6
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_6.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_6.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_7.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_7.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_8.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_8.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_9.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_9.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_a.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\pages_a.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\search.css", "CSS", 0, 0, 0, 211, 0, 0, 8, 45, 264
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\search.js", "JavaScript", 0, 0, 0, 0, 677, 0, 60, 66, 803
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\searchdata.js", "JavaScript", 0, 0, 0, 0, 36, 0, 0, 4, 40
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\typedefs_0.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\typedefs_0.js", "JavaScript", 0, 0, 0, 0, 32, 0, 0, 1, 33
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_0.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_0.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_1.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_1.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_2.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_2.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 1, 6
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_3.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_3.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_4.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_4.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_5.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_5.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 1, 7
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_6.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_6.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_7.html", "HTML", 0, 0, 37, 0, 0, 0, 0, 1, 38
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\search\variables_7.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\spaces.svg", "XML", 0, 0, 0, 0, 0, 875, 1, 2, 878
"c:\Users\actic\Aura\src\3rdparty\glfw\docs\html\structGLFWgamepadstate.html", "HTML", 0, 0, 117, 0, 0, 0, 4, 9, 130
